1530,其他,9-14天,5000-10000,父母,韩国梨花大学/首尔/首尔/新罗免税店（首尔店）/首尔/首尔/上海/上海/明洞/首尔威斯汀朝鲜酒店/格乐丽雅百货店/江南首尔/明洞/鹭梁津水产市场/乐天免税店（明洞总店）/明洞/首尔/首尔
1531,其他,9-14天,1000-5000,独行,虎丘/山塘古街/苏虞斋精品面馆(凯翔广场店)/潘玉麟糖粥摊/拙政园/复旦大学/新天地/人民广场/南京路步行街/外滩/泰晤士小镇/武康大楼/上海当代艺术博物馆/上海当代艺术馆/西湖/浙江省博物馆孤山馆区/陆记饭庄/梅家坞/胡雪岩故居/三味书屋/百草园/咸亨酒店/仓桥直街/绍兴美术馆/五柳巷历史街区
1532,其他,1-2天,1000以内,独行,上海/徐家汇天主教堂
1533,9-11月,3-5天,1000以内,朋友,崇明岛/崇明
1534,其他,1-2天,1000-5000,独行,上海/召稼楼
1535,12-2月,1-2天,1000以内,情侣/夫妻,上海/外滩/东方明珠/豫园
1536,其他,1-2天,5000-10000,朋友,大宁郁金香公园/上海植物园
1537,其他,1-2天,1000以内,父母,上海/古猗园/九曲桥/唐经幢
1538,其他,3-5天,1000-5000,父母,留园/虎丘/苏州苏州第一蚕丝厂/吴江山湖花园/麻小麻辣诱惑(人民广场店)/南京路步行街/东方明珠/南翔馒头店(淮海路店)/上海“船长号”黄浦江游览餐饮航班门票/外滩/南京路步行街/上海/人民广场/上海科技馆/上海科技馆/拉蒂娜小厨Latina Bites(世纪大道店)
1539,其他,3-5天,1000-5000,朋友,杭州/西湖/杨公堤/乌镇/东栅/西栅/西塘/周庄/沈万三故居/上海/淮海路/周公馆/沈厅客栈/苏堤/花港观鱼/露天电影/思南路
1540,6-8月,3-5天,1000以内,情侣/夫妻,上海/外滩/滨江大道/东方明珠/和平饭店/海鸥饭店/苏州河/外白渡桥/新天地/田子坊/周庄
1541,9-11月,3-5天,1000-5000,独行,外滩22号
1542,6-8月,1-2天,1000以内,朋友,滨江大道
1543,6-8月,1-2天,1000-5000,情侣/夫妻,田子坊
1544,9-11月,15天以上,10000以上,独行,冲绳美丽海水族馆/玉泉洞/东南植物乐园/琉球村/守礼门/DFS旗下T广场（新加坡店）/三里屯/天星小轮/世界八大奇迹馆/蓝调薰衣草庄园/金佛寺/蛇园/曼谷野生动物世界/赛寺院水上集市/湄南河/暹罗梦幻剧场/克里普索人妖秀/煤气灯街/昂坪360/卡马拉海滩/珍珠湖/香山公园/新天地/田子坊/京杭大运河/宏源泰染坊/叙昌酱园/老邮局/关帝庙/露天电影/世纪钟广场
1545,6-8月,1-2天,1000-5000,独行,上海
1546,3-5月,3-5天,10000以上,朋友,热那亚旧港/米兰/米兰/迪拜/上海
1547,6-8月,3-5天,1000-5000,朋友,光明顶/西海大峡谷/始信峰/光明顶/鳌鱼峰/狮子峰/玉屏楼/迎客松/飞来石/天海/黄山日出/九龙瀑/黄山清潭峰主题民宿/清潭峰主题民宿门口的小溪/清潭峰主题民宿里面的露天餐厅拍摄/黄山风景区
1548,3-5月,1-2天,1000以内,独行,上海/安亭老街/法华塔
1549,9-11月,15天以上,10000以上,朋友,上海浦东机场 /上海外高桥喜来登酒店/密歇根大街/千禧公园/威利斯大厦/克利夫兰市中心/尼亚加拉大瀑布/希尔克雷斯特住宿加早餐旅馆/白宫/华盛顿纪念碑/林肯纪念堂/美国国家美术馆/joe&#39;s seafood/The Jefferson Hotel(杰佛逊酒店)/独立宫/自由钟/费城 hard rock/纽约地铁/中央公园/第五大道/自由女神像/华尔街/归零地/三一教堂/纽约世贸大厦/时代广场/帝国大厦/大都会艺术博物馆/哈佛大学/波士顿alamo还车点 
1550,6-8月,1-2天,5000-10000,朋友,中国
1551,6-8月,1-2天,1000以内,情侣/夫妻,崇明岛/崇明
1552,其他,3-5天,5000-10000,朋友,上海/淮海路/外滩/静安寺/玉佛寺/东方明珠/上海环球金融中心
1553,9-11月,1-2天,10000以上,独行,上海/同里古镇/同里/退思园/古风园
1554,其他,1-2天,5000-10000,朋友,鲁迅公园/上海/外滩/喜来登/东方明珠/古漪园
1555,6-8月,15天以上,1000-5000,独行,南京/苏州/周庄/上海/西塘/乌镇/杭州/绍兴/金玫花/金陵驿站/夫子庙/中华门/雨花台/中山陵/明孝陵/美龄宫/钟山风景区/总统府/阅江楼/南京长江大桥/天妃宫/静海寺/瘦西湖/大明寺/个园/何园/苏州女子青年旅社/山塘街/拙政园/耦园/观前街
1556,9-11月,3-5天,1000以内,朋友,崇明岛/崇明
1557,其他,9-14天,5000-10000,朋友,莫泰168（南京夫子庙三山街地铁站店）/芳婆糕团店/尹氏汤包(莫愁路总店)/南京总统府/南京1912街/先锋书店（五台山店）/狮子桥美食街/夫子庙/回味鸭血粉丝汤 水游城店/瞻园/南京大牌档(水平方店)/易记皮肚面（总店）/鸭得堡(瑞都购物广场店)/芳婆糕团店/钟山风景名胜区/中山陵园风景区/明孝陵/神道/美龄宫/夫子庙/南京站/苏州站/哑巴生煎（临顿路店）/绿杨馄饨/陆长兴/胥城鲜肉月饼店(广济南路店)/平江路历史街区/格林豪泰（苏州火车站北广场店）/拙政园/K11购物艺术中心/南京路步行街/沈大成（南京东路店）/外滩万国建筑博览群/外白渡桥/红宝石(肇嘉浜路店)/小杨生煎(打浦桥日月光)/合点寿司(日月光中心广场店)/田子坊/上海杜莎夫人蜡像馆/陆家嘴/上海环球金融中心/外婆家（杭州湖滨店）/西湖天地/新丰小吃/杭州东站/甜爱路/东栅/西栅/西栅夜游/西栅/上海虹桥国际机场
1558,3-5月,1-2天,10000以上,父母,上海植物园/外滩/南京路步行街/上海/东方明珠/豫园
1559,3-5月,15天以上,1000-5000,独行,西安飞上海/上海飞重庆/上海飞北京/俯瞰上赛道/北京飞上海/上海飞重庆/上海飞武汉/上海飞北京/上海飞石家庄/上海飞天津/天津飞上海/上海飞西安/重庆飞上海/南昌飞上海/上海飞兰州/成都飞上海/上海飞北京/北京飞上海/北京飞上海/北京飞上海
1560,其他,6-8天,5000-10000,独行,青芝坞/灵隐寺/雷峰塔/俏江南(国金中心商场店)/外滩/上海环球金融中心/西塘/苏州苏遇青年旅舍/山塘古街/狮子林/定园/太湖研究院/唐寅园/拙政园/寒山寺
1561,3-5月,6-8天,10000以上,情侣/夫妻,日本/上海/鹿儿岛/韩国/济州岛/外滩/大观园
1562,其他,3-5天,5000-10000,朋友,滨江大道/外滩/上海
1563,12-2月,1-2天,10000以上,朋友,东方明珠/上海/吴淞炮台湾湿地森林公园/崇明岛国家地质公园/崇明/朱家角/上海影视乐园/苏州河/外白渡桥/枫泾古镇/金山农民画村
1564,9-11月,3-5天,1000以内,父母,上海/长乐路/静安寺
1565,12-2月,9-14天,10000以上,父母,普吉岛/曼谷/Century Park Hotel Bangkok/世纪公园/玉佛寺/大皇宫/曼谷彩虹云宵酒店/金东尼人妖秀/清迈/上海
1566,6-8月,1-2天,1000以内,独行,人民公园/上海/淮海路/复旦大学
1567,其他,1-2天,5000-10000,父母,上海/地平线
1568,6-8月,9-14天,5000-10000,情侣/夫妻,上海站/樟宜机场/康杜玛岛（康杜玛度假村）/康杜玛岛（康杜玛度假村）/康杜玛岛（康杜玛度假村）/康杜玛岛（康杜玛度假村）/康杜玛岛（康杜玛度假村）/康杜玛岛（康杜玛度假村）/马尔代夫/马尔代夫
1569,9-11月,1-2天,1000以内,父母,七宝老街/上海
1570,9-11月,6-8天,5000-10000,父母,台北/台北/淡水区/新北市/淡水区/台北/台北/九份/新北市/基隆/台北/台北/香港/香港/香港/香港/上海
1571,9-11月,3-5天,1000-5000,朋友,"仁川国际机场/仁川机场免税店/The Bayview Hotel(湾景酒店)/关岛/""Pikas Cafe""/Agana购物中心/圣母玛利亚教堂/大酋长卡普哈公园/自由女神像/Chamorro Village跳蚤市场"
1572,12-2月,1-2天,1000-5000,情侣/夫妻,外白渡桥/外滩/南京路步行街/上海/龙华寺/半岛酒店/东方明珠
1573,3-5月,1-2天,1000以内,情侣/夫妻,枫泾古镇/上海/通津桥/丁聪漫画陈列馆
1574,9-11月,1-2天,5000-10000,独行,徐汇中学/徐光启墓园/徐家汇天主教堂/百代小红楼/上海图书馆徐家汇藏书楼
1575,9-11月,9-14天,1000-5000,独行,上海博物馆/外滩/上海
1576,6-8月,9-14天,10000以上,情侣/夫妻,宁波/绍兴/乌镇/上海/汉庭酒店/天一阁博物馆/月湖/天一广场/奉化/溪口/雪窦山/普陀山/多宝塔/磐陀石/心字石/不肯去观音院/紫竹林/慧济寺/法雨寺/三味书屋/鲁迅故居/鲁迅纪念馆/咸亨酒店/百草园/中山公园/西栅/昭明书院/老邮局/江南民俗馆/三寸金莲馆/水上戏台/叙昌酱园/东栅/外滩/城隍庙/上海邮政博物馆/中华艺术宫
1577,9-11月,15天以上,1000-5000,父母,中国/中国/中国/中国/中国
1578,12-2月,1-2天,10000以上,朋友,上海/朱家角/新场古镇/滴水湖
1579,其他,1-2天,1000以内,情侣/夫妻,徐汇滨江绿地/旺池川菜(正大乐城店)
1580,6-8月,1-2天,1000以内,朋友,上海野生动物园
1581,6-8月,3-5天,1000-5000,朋友,崇明
1582,6-8月,3-5天,1000-5000,情侣/夫妻,九寨沟/黄龙/五彩池/天堂/日则沟/则查洼沟/树正沟/原始森林/箭竹海/熊猫海/熊猫海瀑布/珍珠滩瀑布/静海/诺日朗瀑布/边边街/长海/犀牛海/老虎海/树正群海/芦苇海/盆景滩/镜海/珍珠滩/火花海
1583,6-8月,3-5天,1000-5000,朋友,Hotel Regentmarine the blue jeju (济州岛海蓝丽景.../Dombe豚（黑猪肉街店）/龙头岩/易买得（新济州店）/东门市场/山君不离/乱打秀/韩国文化体验中心/观德亭/七星通闹区/20年传统部队锅/参鸡汤/城山日出峰/牛岛/上海
1584,3-5月,1-2天,5000-10000,朋友,东方明珠
1585,6-8月,3-5天,1000-5000,朋友,九寨沟/成都/黄龙/五彩池/天堂/日则沟/则查洼沟/树正沟/原始森林/箭竹海/熊猫海/熊猫海瀑布/珍珠滩瀑布/静海/诺日朗瀑布/边边街/长海/犀牛海/老虎海/树正群海/芦苇海/盆景滩/镜海/珍珠滩/火花海
1586,3-5月,1-2天,1000以内,独行,朱家角古镇景区/枫泾古镇/枫泾古镇
1587,12-2月,1-2天,1000以内,独行,金茂大厦
1588,12-2月,3-5天,1000-5000,父母,上海/南京路步行街/人民广场/外滩/田子坊/东方明珠/朱家角/外白渡桥
1589,9-11月,3-5天,1000-5000,朋友,无锡/上海/南长街/苏州/1933老场坊/田子坊
1590,3-5月,9-14天,10000以上,独行,巴黎/亚历山大三世桥/塞纳河逰船/巴黎歌剧院/巴黎歌剧院/西岱岛/西岱岛/小凯旋门/红磨坊/老佛爷百货/圆顶教堂/战神广场/蒙马特高地/马德莱娜教堂/澳门/澳门威尼斯人国际娱乐场/大运河购物中心/上海/上海国际赛车场/上海国际赛车场/罗马/罗马圆形竞技场/拉特朗圣若望大殿/君士坦丁凯旋门/佛罗伦萨/圣母百花大教堂/维奇奥宫/威尼斯/里亚托桥/圣洛可大会堂/总督宫/新加坡/滨海湾花园/冲绳/冲绳美丽海水族馆/树屋/DFS环球免税店/高雄/渔人码头
1591,其他,1-2天,1000-5000,独行,南京路步行街/淮海路/外滩
1592,9-11月,1-2天,1000以内,独行,上海外滩
1593,9-11月,3-5天,1000-5000,朋友,上海大众空港宾馆/万达长白山国际度假区/望天鹅风景区/魔界风景区/长白山北坡景区/东北人家  万达小镇
1594,12-2月,1-2天,5000-10000,独行,朱家角/放生桥/北大街
1595,3-5月,1-2天,1000以内,情侣/夫妻,迪斯尼地铁站/上海迪士尼度假区/迪斯尼小镇/星愿公园
1596,3-5月,1-2天,1000-5000,朋友,上海/世纪公园/上海科技馆
1597,其他,1-2天,1000-5000,独行,杭州/星巴克(来福士2店)/人民广场/上海/上海/顺义
1598,其他,3-5天,1000-5000,朋友,青岛流亭国际机场/西溪国家湿地公园/知味观(湖滨总店)/西湖/新白鹿餐厅(解百新元华店)/杭州东站/东方明珠/城隍庙旅游区/如家快捷酒店（杭州西湖保俶路店）/杭州灵隐（飞来峰）景区/素食主义/雷峰塔/苏堤/断桥残雪/老头儿油爆虾（武林店）
1599,3-5月,1-2天,10000以上,独行,静安寺/东方明珠/南京路步行街
1600,12-2月,1-2天,1000以内,独行,上海/东方明珠/外滩
1601,12-2月,1-2天,1000以内,独行,南翔古镇/古猗园/豫园/上海/唐经幢
1602,6-8月,1-2天,1000以内,朋友,云南云海肴
1603,6-8月,1-2天,1000以内,情侣/夫妻,欢乐谷/上海
1604,其他,3-5天,1000-5000,独行,如家快捷酒店（上海浦东机场川沙华夏东路店）/上海杜莎夫人蜡像馆/南京路步行街/豫园/上海城隍庙/上海人民英雄纪念塔/外滩/东方明珠/中华艺术宫/南京路步行街/外滩
1605,3-5月,3-5天,5000-10000,情侣/夫妻,上海/仁川/首尔/首尔/首尔/首尔
1606,3-5月,1-2天,1000-5000,独行,武康路/武康大楼/上海/沐恩堂
1607,12-2月,1-2天,1000以内,独行,塘桥公园
1608,3-5月,1-2天,1000以内,独行,同济大学
1609,3-5月,1-2天,1000以内,独行,上海朱溪园/朱家角古镇景区
1610,3-5月,1-2天,1000-5000,朋友,上海鲜花港/上海
1611,其他,9-14天,10000以上,独行,苏州运河广场/灵岩山风景区茶室/绿洲酒吧/山东烟台的海边/山东烟台大学/张裕酒文化博物馆/山东烟台大学/官滩沟/武威市/灵岩山山顶花园茶室
1612,9-11月,1-2天,1000以内,独行,方塔/上海
1613,9-11月,3-5天,1000-5000,朋友,豫园/巧克力开心乐园/南京路步行街/上海野生动物园/东方明珠/外滩/外白渡桥/新天地/田子坊
1614,9-11月,1-2天,5000-10000,独行,复旦大学
1615,其他,15天以上,10000以上,独行,中国/明清宫苑景区/中国/官岩山/中国/西湖/宋城杭州乐园/田字坊Alley/奇妮糖果屋/中国/袋鼠酒吧/旧法租界/上海世博展览馆/中国/上海世博展览馆/中国/中国/中国/中国/中国/中国/中国/中国/金石滩度假区
1616,6-8月,1-2天,5000-10000,朋友,古漪园
1617,9-11月,9-14天,1000-5000,独行,杭州/西湖/三潭印月/花港观鱼/苏堤/南屏晚钟/柳浪闻莺/雷峰塔/绍兴/仓桥直街/三味书屋/鲁迅故居/百草园/沈园/7天/东湖/上海/城隍庙/豫园/外滩/东方明珠/外白渡桥/田子坊/上海博物馆/南京路步行街/青岛/栈桥/小青岛/海军博物馆/天主教堂/情人坝/白塔/五四广场/大泽山/八大关/公主楼/花石楼/第二海水浴场/劈柴院/基督教堂/迎宾馆/信号山公园/德国监狱旧址博物馆/崂山/青岛植物园/湛山寺
1618,6-8月,15天以上,10000以上,独行,上海/7天/外滩
1619,9-11月,1-2天,1000以内,朋友,上海/金山区
1620,9-11月,9-14天,1000-5000,独行,北京南站/花桥站/花桥站/豫园/外滩/南京路步行街/席永记苏州汤包馆(蓝村路店)/东方明珠/上海虹桥国际机场/弄堂小混沌/美新点心店/真圆粢饭团(斜土路店)/田子坊/沈大成(斜土路店)/老船长餐厅/上海虹桥站/老门东历史街区/南京加菲青年旅舍/百年尹氏汤包（狮子桥店）/夫子庙秦淮河风光带/南京大牌档（夫子庙平江府店）/南京时光机国际青年旅舍/芳婆糕团店/侵华日军南京大屠杀遇难同胞纪念馆/陆家鸭子/桥香园过桥米线(关上店)/红豆园 圆西路店/滇池/洱海/莫催茶室/大理夏木才村客栈/才村码头/马久邑/洱海/纳西特色小吃，丽江古城/丽江古城/木府/玉龙雪山/丽江古城/蓝月谷/鸡豆凉粉/大冰的小屋
1621,3-5月,1-2天,1000以内,朋友,上海
1622,6-8月,1-2天,1000以内,独行,中华艺术宫/陆家嘴附近/外白渡桥/外滩夜景/南京路步行街/街景/蓝山青年旅店/旅途/中华艺术宫/豫园/城隍庙旅游区/街景/孙中山故居纪念馆
1623,6-8月,1-2天,1000以内,朋友,上海
1624,6-8月,1-2天,5000-10000,情侣/夫妻,上海木文化博物馆
1625,6-8月,1-2天,1000以内,朋友,上海
1626,12-2月,9-14天,5000-10000,朋友,泰国/上海/曼谷/考山路/清迈/芭提雅/OK酒店
1627,其他,1-2天,1000以内,朋友,上海/玉佛寺/静安寺/龙华寺
1628,3-5月,1-2天,1000-5000,朋友,上海/淮海路/外滩/外白渡桥/东方明珠/苏州河/和平饭店/华尔道夫/曼哈顿
1629,3-5月,1-2天,1000以内,朋友,上海/外滩悦榕庄/和平饭店/外滩/东方商旅酒店/静安香格里拉大酒店/华山路/豫园/福佑路
1630,3-5月,15天以上,5000-10000,独行,上海/外滩/新天地/田子坊/1933老场坊/东方明珠/M50创意园/世纪公园/上海科技馆
1631,3-5月,1-2天,1000以内,朋友,上海
1632,6-8月,1-2天,1000-5000,朋友,上海迪士尼度假区
1633,其他,1-2天,5000-10000,朋友,上海/世纪公园
1634,12-2月,1-2天,1000以内,独行,外滩
1635,12-2月,1-2天,1000以内,独行,上海吴昌硕纪念馆
1636,3-5月,9-14天,10000以上,朋友,新西兰/上海/基督城/南岛/凯库拉/皇后镇/奥克兰/基督城植物园/雅芳河/瓦纳卡湖/钟楼/箭镇
1637,其他,3-5天,1000-5000,朋友,东方明珠/西湖/杭州九溪/杭州宋城景区/拙政园/杭州周庄古镇/上海世博园/上海杜莎夫人蜡像馆
1638,3-5月,3-5天,1000-5000,朋友,外滩/田子坊/上海城隍庙/西湖/千岛湖森林氧吧/乌镇
1639,3-5月,1-2天,1000以内,情侣/夫妻,上海
1640,6-8月,1-2天,5000-10000,朋友,上海
1641,6-8月,1-2天,1000以内,朋友,上海/松江清真寺/方塔/豫园/古漪园/秋霞圃/青浦曲水园
1642,3-5月,15天以上,1000-5000,朋友,苏州/留园/拙政园/寒山寺/虎丘/北寺塔/上海/新天地/外滩/金鸡湖/狮子林
1643,6-8月,3-5天,1000-5000,情侣/夫妻,上海/东方明珠/中山公园/外滩/田子坊
1644,3-5月,1-2天,1000以内,情侣/夫妻,上海/南京路步行街/外滩
1645,3-5月,1-2天,1000以内,朋友,上海
1646,9-11月,1-2天,1000以内,朋友,西沙湿地公园/明珠湖公园
1647,9-11月,1-2天,1000以内,朋友,上海/太阳岛/朱家角
1648,其他,3-5天,5000-10000,父母,上海吴淞口国际邮轮港/上海/泰迪熊博物馆/Jeju Logcabin Pension (济州岛木屋公寓)/南山谷韩屋村/上海/上海
1649,9-11月,1-2天,1000-5000,独行,北京/上海/上海/北京/丽江驿音乐餐吧-【小龙虾季】/陆家嘴中心绿地/徐家汇公园/陕西南路
1650,9-11月,1-2天,1000-5000,朋友,浙江/海盐/杭州/嘉兴/上海/九曲桥/南北湖
1651,3-5月,1-2天,1000以内,独行,上海/顾村公园/豫园/东方明珠/外滩/中华艺术宫/人民公园/中山公园/田子坊
1652,9-11月,1-2天,1000以内,父母,上海/七宝老街
1653,6-8月,1-2天,1000以内,独行,上海/人民广场
1654,12-2月,15天以上,10000以上,独行,嵊泗/上海/浙江/枸杞岛/嵊山岛/花鸟岛/花鸟灯塔/基湖沙滩/岱山/东崖绝壁/舟山
1655,3-5月,15天以上,1000-5000,独行,宝山
1656,12-2月,3-5天,1000-5000,情侣/夫妻,上海/南京/鸡鸣寺/夫子庙/南京博物院/新天地/田子坊/上海博物馆/玄武湖/东方明珠/总统府
1657,12-2月,1-2天,1000以内,独行,香格里拉
1658,其他,3-5天,5000-10000,情侣/夫妻,上海浦东国际机场/皇庭食府(人民中路店)/瑞城名人酒店（喝彩西餐厅）/朴田泰式海鲜火锅(丝竹路店)/春熙路/成都“蜀风雅韵”川剧演出票/成都大熊猫繁育研究基地/杜甫草堂/成都宽窄巷子•兰亭叙/锦里/成都双流国际机场
1659,9-11月,6-8天,1000-5000,独行,上海/静安寺/外滩/田子坊/新天地/周公馆
1660,其他,3-5天,1000以内,朋友,上海/田子坊/易佰/新天地/易佰
1661,6-8月,6-8天,10000以上,朋友,星巴克(浦东机场T2国内出发)/水明漾汤姆中央/水明漾汤姆中央/巴土布兰村/日内瓦手工艺品中心/乌布皇宫/乌布艺术市场/海神庙/金巴兰海滩/Kuta Night Market/乌鲁瓦图断崖/库塔海滩/努沙杜瓦/Hotel Santika Siligita Nusa Dua Bali（巴厘岛.../库塔海滩/圣泉寺/京打马尼/Marina Bay美食中心/Days Hotel Singapore At Zhongshan Park(戴斯.../新加坡河/圣淘沙4D魔幻剧院/维多利亚剧院与音乐厅/新加坡国家美术馆/旧国会大厦艺术之家/新加坡国家美术馆/莱佛士爵士登岸遗址/新加坡河/DFS免税店（樟宜机场店）
1662,12-2月,1-2天,1000以内,独行,上海/新场古镇/朱家角
1663,12-2月,1-2天,1000以内,朋友,松江
1664,6-8月,9-14天,1000-5000,朋友,杭州/南京/苏州/上海
1665,6-8月,1-2天,1000以内,朋友,东方明珠/上海/外滩/国际会议中心
1666,9-11月,1-2天,1000以内,独行,龙华寺/上海/外滩/龙华塔
1667,3-5月,9-14天,1000-5000,情侣/夫妻,白云机场/黄龙洞景区/浙江大学/信义坊步行街/西湖/西塘风景区/西塘/西塘风景区/平江路历史街区/苏州博物馆/拙政园/平江路历史街区/苏州大学/上海紫金山大大酒店/南京路步行街/上海城隍庙/外婆家/东方明珠/上海世纪大道/田子坊/南京路步行街
1668,其他,1-2天,5000-10000,朋友,1933老场坊/上海/多伦路文化街/甜爱路
1669,其他,1-2天,1000-5000,独行,嘉兴/上海市第一百货商店(南京东路店)
1670,12-2月,1-2天,1000以内,父母,上海/城隍庙旅游区/豫园
1671,6-8月,15天以上,10000以上,朋友,人民公园/新疆 贾登峪/新疆 禾木村/新疆喀纳斯/新疆 图佤族/婺源风景区/枫泾古镇/枫泾古镇/新安江水上观坝/千岛湖景区/崇明岛国家地质公园/套娃景区/毛泽东故居/齐云山/田子坊/武康路/1933老场坊/三清山风景区/五色海/仙乃日/稻城/阳明山国家公园/台北历史博物馆/外滩/老码头/额济纳胡杨林旅游区/额济纳胡杨林旅游区/郎木寺/郎木寺/宽窄巷子/三清山风景区/额济纳胡杨林旅游区/上饶/三清山风景区/巨蟒出山/三亚湾/上海博物馆/上海动物园/南溪土楼群/天山/萍乡武功山风景区/三清山风景区
1672,9-11月,1-2天,1000以内,独行,上海/上海图书馆
1673,6-8月,1-2天,10000以上,朋友,上海/外滩/新天地/东方明珠/上海环球金融中心/7天/上海新国际博览中心/7天
1674,其他,3-5天,10000以上,情侣/夫妻,莘庄公园/七宝古镇/嘉兴北岸休息区/慈溪鸣鹤古镇/宁波世纪金源购物中心/杭州湾温泉世界/恒元大酒店/慈溪恒元大酒店/郑氏十七房/慈溪恒元大酒店/郑氏十七房/宁波九龙湖旅游度假区/宁波九龙湖旅游度假区/方家河头村/恒元大酒店
1675,12-2月,6-8天,1000-5000,独行,西湖/雷峰塔/虎跑公园/乌镇/西栅/山塘古街/寒山寺/城隍庙旅游区/豫园/人民公园/上海杜莎夫人蜡像馆
1676,6-8月,1-2天,1000以内,独行,上海/九曲桥
1677,6-8月,1-2天,10000以上,独行,上海/浦江饭店/外滩/外白渡桥/田子坊/苏州河/东方明珠/上海环球金融中心/外滩人行观光隧道/上海邮政博物馆
1678,其他,1-2天,1000以内,朋友,上海/锦江乐园
1679,9-11月,1-2天,1000以内,情侣/夫妻,上海/淮海路/长乐路/武康路/田子坊
1680,3-5月,1-2天,1000以内,朋友,奉贤
1681,9-11月,1-2天,1000以内,朋友,松江/佘山天主教堂/佘山国家森林公园/上海
1682,其他,1-2天,1000以内,情侣/夫妻,上海/徐家汇公园
1683,6-8月,3-5天,1000-5000,父母,日则沟/九寨沟/则查洼沟/树正沟/重庆/五彩池/原始森林/原始森林/箭竹海/熊猫海/熊猫海瀑布/珍珠滩瀑布/诺日朗瀑布/边边街/长海/犀牛海/老虎海/树正群海/芦苇海/盆景滩/新九寨宾馆
1684,其他,6-8天,1000-5000,朋友,龙岩
1685,12-2月,1-2天,1000以内,独行,曲水园/朱家角古镇景区/课植园/大淀湖/朱家角古镇景区
1686,3-5月,9-14天,10000以上,情侣/夫妻,上海/思南路/周公馆/新天地/田子坊/上海笔墨博物馆
1687,9-11月,1-2天,1000以内,情侣/夫妻,上海/外滩/七宝老街
1688,9-11月,1-2天,1000以内,朋友,田子坊/古猗园/云翔寺
1689,12-2月,1-2天,1000以内,朋友,青浦
1690,3-5月,3-5天,5000-10000,朋友,首尔/韩国/上海/仁川/明洞/南山/三清洞/仁寺洞/光化门广场/景福宫/北村韩屋村/弘益大学/南山谷韩屋村
1691,3-5月,1-2天,1000-5000,父母,上海/上海虹桥迎宾馆
1692,其他,9-14天,10000以上,情侣/夫妻,中央车站酒店/悉尼卡斯尔雷街盛橡酒店/达令港/悉尼鱼市/Fort Denison Cafe and Restaurant/海德公园/悉尼天文台/QVB Food Court/蓝山国家公园/中国城/布里斯班市政厅/女王街/布里斯班市政厅/女王街/布里斯班市政厅/龙柏考拉保护区/昆士兰海事博物馆/南岸公园/城市植物园/凯恩斯/OK礼品坊/DFS（凯恩斯DFS环球免税店）/凯恩斯瑞吉贸易风酒店/Al Porto Cafe Restaurant/绿岛/诺曼外堡礁/凯恩斯/大堡礁/广州/上海
1693,9-11月,1-2天,1000-5000,情侣/夫妻,"上海/外滩/南京路步行街/梅赛德斯奔驰文化中心,上海/上海站,上海/南京路步行街"
1694,9-11月,15天以上,10000以上,朋友,上海动物园/新疆 禾木/新疆 喀纳斯/浙江 炉西峡/台湾/江西 三清山/额济纳胡杨林旅游区
1695,6-8月,6-8天,10000以上,独行,南京银杏湖高尔夫/南京长江大桥/南京紫霞湖/扬州古运河/上海老街/黄浦江“清游江”游览船/卢浦大桥/长沙橘子洲头/西安博物院/武汉两江游览（夜游长江）/武汉江滩公园/广东省博物馆
1696,其他,6-8天,1000-5000,独行,景德镇陶瓷馆/7天连锁酒店（景德镇火车站店）/景德镇民窑博物馆/宏村景区/宏村景区/西湖/绍兴鲁迅故居/安昌古镇/上海站
1697,其他,9-14天,10000以上,父母,太原武宿国际机场/太原武宿国际机场
1698,6-8月,1-2天,1000-5000,情侣/夫妻,上海/7天/外滩/东方明珠/上海影视乐园/豫园/和平饭店
1699,9-11月,3-5天,1000-5000,朋友,上海浦东机场2号航站楼J岛/济州岛/西归浦市/济州岛/西归浦市/济州岛/韩国传统文化体验馆/龙头岩/三阳海滨浴场
1700,3-5月,6-8天,1000-5000,朋友,厦门/上海/磁悬浮列车/外滩/东方明珠/大观园/环岛路/曾厝垵/鼓浪屿/钢琴博物馆/风琴博物馆/日光岩
1701,其他,6-8天,1000-5000,情侣/夫妻,城隍庙/南京路步行街/狮子林/拙政园/雷峰塔/西湖/雷峰塔/于谦祠/鼓浪屿/日光岩/小眼镜大排档(轮渡海景店)/老虎城/南普陀寺/胡里山炮台
1702,12-2月,1-2天,1000以内,朋友,龙华寺/上海/中华艺术宫
1703,3-5月,3-5天,1000-5000,朋友,上海仁泰（睿知精品）商务酒店/外滩/田子坊/南京路步行街/东方明珠/上海博物馆/中华艺术宫/西塘风景区/西塘风景区
1704,9-11月,1-2天,1000以内,独行,城隍庙旅游区/外滩/南京路步行街
1705,12-2月,3-5天,1000-5000,朋友,海洋公园/维多利亚港/香港邮局/太平山顶/香港街道/上海外滩美术馆/鼓浪屿/中山路步行街/环岛路
1706,12-2月,1-2天,1000以内,朋友,人民广场
1707,3-5月,1-2天,1000以内,独行,新场古镇
1708,3-5月,1-2天,5000-10000,朋友,淮海路/思南路/上海
